target_index,source_binding_target_id,source_side,bound_raw_key,bound_candidate_scoring_id,admission_readiness,admission_status,field_pin_status,source_row_count,scalar_leaf_count,candidate_object_id,provenance_chain_complete,semantics_choice_available
156,e94f23a05dea122347a173dff93bb79b668c2ac5eaacbfc874397f492484d1f6,CANDIDATE,,456de532baea5c2ecd6e5f9c4b84766bdccf25a1ca875a6966d83178a1288523,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
157,3db68339ab20305ef8b2beb47291ab004f2a02464ecf2d14838b17237ad4a942,CANDIDATE,,48c974e70250024911e50825d98957aa20c2b0e98beb627f64d63e222d6145d8,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
158,0d12002f8f7ff2afec61cf1bfcd6af8b0cc0b0787af13417eef124052c2aa1ba,CANDIDATE,,48e7747e96730107acbb4d60243472396edd49c424e8e2ba78d761a2a8503ead,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
159,d9b0fbb042f3484c78086c018c0211f83fc8e4f802f96e0cc115eb3e352bc6ab,CANDIDATE,,4a993ef7e3cd03e658547cf5ff31adbd6f266c8b8797063c1253fb71f658f905,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
160,95c86f39579db5ea038b619fca7ef42802c884aa3f541e27ac82a5b8db8daa86,CANDIDATE,,4e9f299194df58c45a108e570eef3b9b4542ef57d959ea05d95b8d0c2a21ae4e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
161,b37c08ca1bf41706badf57efd8d1e948aabe259f0edaf47aa1ca3dcecfe8e66a,CANDIDATE,,509749c5d77d6cbeba9803435da56be216fe4fd3916e1e8e97314d3c2414062b,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
162,a47f968a888f751a7992202cb854fb9dda93df7cd9f9e85e698201aa32631cc6,CANDIDATE,,51d0f366130860f77b14087e69da44f90aeb316f8c8488ca11d78f14fdd02da6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
163,f588e54bd17d44129f2a23befe1664e1bf50a6caa74a03e9bddd74574a6b9466,CANDIDATE,,537fec6fc874b687a7f202d02e906a717c6d498521f898b472ac4818374af1ae,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
164,4b1dfc7e0949e915056fd8194ebe821575a168ef4eec90ce18592aff19d0e4be,CANDIDATE,,547db878643b17cca388e39d1fd04f5d02ff0333b61930ae4975a69c9e0214d2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
165,7295f947bd8765fbd8162ef5c9737ee72008fb1f0da9029d86aac73bf683dce5,CANDIDATE,,55d93ed1ac98ce828b81444c1414befff46a084109e7c344c6ece588bd4668a4,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
166,95a885ec9a2af882789c15acdd6d8be75b675acd733c17eccd134224a5ccb3fc,CANDIDATE,,56a6a1340703ca2db80916628f42436586973ae0d031cafb00bfac915716b2ba,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
167,4cb5bbc81eaad795b6e4a364aef7e3372991403f7c25460f14e7b0873afc797f,CANDIDATE,,59cfd7dbff70dd80233e02a9beea85f05b02cf2beba3efd82f157deb426a5111,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
168,4c8c0fd41d530c5a0a6adcb0bac576d2625fe1bb1b8777d62fa88d4cdb031e94,CANDIDATE,,5a298f02040dfe79ecb145dc2c748bb8b94c596e50eb41c2865e308ebe1fcaae,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
169,31d37d0bc880835800388968040aa646c9d7b994728de62ac4365c19f602237c,CANDIDATE,,5b91f2d6b2a4c8421f9cf294783fadcfc522bc9658ac6436462769521efaee89,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
170,d8e9b0541ae2e4e287833042904ec780bd7906d3903cf5250f66597ef45260a2,CANDIDATE,,605955cdfecb55e41ebf8ce4fba77468fca161ef8cac30052a9aced8dd5352bc,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
171,dac568c9ddaa8d6c9cbdb30e829db2cc3f68756a9cf2379b24120dc4081a8e22,CANDIDATE,,61c350771b439e5359f8c6bd8b0ed5645c0c1a8f5dd85d2f1013ef259729e061,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
172,838e56c21957d48ce451c386c288a35fb6fdb507f8ace75448c6d86ee8bdf48f,CANDIDATE,,633c4c64b3eff7dc4247dc0d3385684370a966ba0a1fa3d6d7fd23e38727e1e0,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
173,b7a2d460c3ccab743cf9c63799495ebf979e3dee24eec27c831379d373c69324,CANDIDATE,,63a24091f627ddd7f035cc7e5825cc117818976f09e620a7a812d9f44278d662,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
174,566dcc189385aa1724e35f625178eca2c17c2f83c6344e32975382e285252f03,CANDIDATE,,66edc7b9c9b7a79472039fddd785c0b5617e4170ba69a6ce36735e07ec4f9782,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
175,3d8e7e16cfbaba9a91ae09b368360a20fa22fc9fe95898e950f3337a05ace1eb,CANDIDATE,,66f208a0a8c95ddc2b987f397c9f47e10e7d11fb32ff3a353fa38ddab6f7b777,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
176,9aeea67e8b9ba21c8be3844a8e44483afa8130a0155faf7cc5680d185941ba9c,CANDIDATE,,6aab86b1eb3c9a0171bb5649d560fec030d2fcf24bd1a3db94fa61027596ee10,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
177,1d7fd231f146d6db7a4b79505108896372f16b5e1763cb8406b5a0340263e25c,CANDIDATE,,6b16365abea5ca49c185d1c4a5a8c8cca8bbe2600158c4a54caebc0ed90cd284,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
178,7ca853eb481e366b9c012cfe3686e487ce4877a9b21f6253f04c3ffaf5aca106,CANDIDATE,,6db173d0740c2f791fa1588e55d15b4a45a55546266b16ea5724fecf82dc7c7e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
179,f3d080ec391ac2c4330ce8707d04012debc63c26257b493c82ab8b366bf6f745,CANDIDATE,,6dbe0b99d6d91a0457a4f2003784400fc547258f0c99be931aa1e4288614a9d4,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
180,eecf83fd7a373d521253f8703d5328db40506424ef94b460bc3d90bf6813295a,CANDIDATE,,6e97984866576754dfbcea922a1699d06928eac96638b149bb86ff302589df8f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
181,686fc8f80a78b5299dfd0423859a573ff5519904960d35e843d0d6695000a293,CANDIDATE,,6ea0d619ecba6b32c1e2d896dc8abffe24e18527d8252f4f38c9a1c4ddb99ddb,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
182,6859aafbd73df2d0b2a8250853e8fdab466d4fc52a7707ed0ca6c62a52d1ea66,CANDIDATE,,6fc16f0d61682190d8a991d71d5251081cb51e8824a08dc99c1c4403596fff6e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
183,5179dbefafde6e17752979211ef13fef147aa4cb6ef366dee5fa1c9ddacaa3e0,CANDIDATE,,7534f05526ac40e9c57a3f4b59ebf469fdf1e01d725ec75826a23fa172802161,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
184,b7eb32fcd0aabad39daeacfa4376cad43e328cb4f784689bd9a631d6b11172a1,CANDIDATE,,755a17718bdac4a63fb06f19e04d3274ef8b34f6e0cd637548d1838ac3730ddc,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
185,b7df7fcb11b06042b20d0a312affe012e1f3fae6d00b2cc006a8f5c25c8f8a64,CANDIDATE,,75b4d0ec39f0af5d8659938ed6a69110ddd7660184877dd85b1d26ea4769b4e2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
186,7f83ce22be0c38cd5b01c95f54c46788b07db35455070b8db26e4f746effe4d1,CANDIDATE,,76bbc1050ce28323c3f4629040ea6d791ac7bc2d3b0c7d2a6b5660411c23580e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
187,e383c95163e78f750a4086ff7ed673c38d25633d967ceef693d013462d4e516b,CANDIDATE,,77bd2ad3a252f52a5ecfb13bb3088b4313725ba62c26eac4ed5806e550c0a027,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
188,0fe4f60eca8ce1cd969615cdd6354c1d77a99137e0681c94781b019fcbba8f4e,CANDIDATE,,786e4db69517a96f6f9ed9c21635c3537c79555975fb48d5e5a636f9c13086a4,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
189,39328a5aee68a9679c7466e72d07ec31ccc0fbcb50595d8b8ca9f3797c0655e6,CANDIDATE,,78bb7e7d95d856eadfa37782bb1bb4724b40701fa4d6538f90bee8443b900529,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
190,51c2f609b0bdb47e49a6cbbfa84e8617f6cd5d17ea873df06f8f25c3c3739c21,CANDIDATE,,795e65ed134b570376c02a10e7498f5b98a5548f3aba14f5fcfaa210592320e3,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
191,ce53e060e771ab2e3951e8a0a874755e105bba336255d6aba3914d087619207f,CANDIDATE,,79f370dee44570fcc5066e1eb29f53eed9d764feb1ff4468d71360c6aa1bc0ff,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
192,3b77957096ff9ce93eb2845498a7e6e7f0e05298c5b23443467a1a89133834f3,CANDIDATE,,7a90fd85d7e31389d1a1d1677a9a8f2fc73cd7d0471f370ce477f7f8f320983c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
193,fcc33e7122fb8ee29c249f79ab4f5d00919871d87d25f30b75394eaa509a0dda,CANDIDATE,,7b1d4f22d63702696f359e34ae94c0a37a04029d6973a4837064ea7f206b193d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
194,9c996703ccf8044ce00190dd1f147c6afc0899bbbc1762a9e4cb03407f93d09e,CANDIDATE,,7c87bd25940a949a1673731d2aea18e56e6ab08799de4d9402c98ccde4153dac,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
195,99bd125c95f98ca6ff1e75848089b7fdb469f06261d1cb545a6eb24b43c7b892,CANDIDATE,,7f5aa5908d07c5a2124268e94d0cf68fb1a84b9e473d585c0a6885d5aeca7c1d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
196,07344eee3030b73d2d555baaad05993d20711cb400163abfd7aee9ff83a6efea,CANDIDATE,,8033321eb684e9e70a39ea4896d97b3b17c521b5938f9ca3d6725f786de1c3fc,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
197,9a31f5d9f1c1285972b1415202f3b95446568ed79eeec7b54f48f94fc870cfe8,CANDIDATE,,80c927ae8588cf2e51c4ac0309382bd95489bb8ff60523a66d18c85bc300a37d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
198,855addb52efca81b7ac89115168d8786dc3c2259dae77daa0fbe734667c73fa4,CANDIDATE,,82b2897e3e4c3c1c012fbf86aab4b35481ea9159b41afcdc75a61070c15bcf37,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
199,6f49afc2475da826ba7b75e4254dd1d2cc3bf1f22218eda7f6c81762e4c020f1,CANDIDATE,,867fb3b2f92ecf7d523e75ec96c77f2f35174d9b7b554ce57baec3de6085146f,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
200,10f4231d49aa601583d4ac448bec2bc8fe83de709a7a8c64c376cf5e27ab5aa3,CANDIDATE,,86de8f84439cdce41eee748ac82b8319e58ebc0c90e4133532a1c34c43c9aab2,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
201,83049583a23e800fd38c89d6b982cb7525297ce511251ca35aee6c2ea4564413,CANDIDATE,,871e6e74d6d90379d51fd47ac46b53966fd078e2aa94153b3ff7f9070c80a671,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
202,e880927602b3285fa6b5e73a1462b2026c218b05a98f6e199803d9393417f25b,CANDIDATE,,8bacec4625f4062801909f82db70d273b374d67c582dbc791bc7aae60a0336f7,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
203,dd6ce28e84aa7572b4061525dbc51492c6309ad0ea72aa8c6edca6f8f824a4ec,CANDIDATE,,8c011218320a7fd8c8c68600fba2b11d1e7acde9c63ddfeec33a818279c0062e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
204,112e7b45db64648b37c66fc0421e56fc0a8a467569558373a3be5f76de3ecdf2,CANDIDATE,,8cb83336e89266ec5b14987df7377b96a427ab6ba40ba9f1b30c4749de13302d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
205,1cd5c9508227d40705cffb453cead23173ce7103b285380b95c1fc8e0bd1fa1c,CANDIDATE,,8d98d2f5c21ccac7673252d359bc4d2a1e507c2d61cf720fa37eee8522f0048d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
206,5770d16c0cd2a74f3250112fde2dda87050b70ed87201e97bbda373cbd093f58,CANDIDATE,,8e412768cc0bcf5260164dd487d4bbe1d24d9a9bda04d6f8af0a24802ddc090a,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,26,,NO,NO
207,f0a8376c0d847060a16297c04816ead56375cfd1b4ff48a0809f75013234c9a6,CANDIDATE,,90fa2b2a791ca4ac7f5478ba75b82eb0f08dcf0a69281a7ef6061adf883369bf,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
208,2ab4c98faa3f943407ae414633e0b515ff7f6f52badb43a0fc2ea8db3c543158,CANDIDATE,,92ef35df4fa4626af8ec1c08c8ed50367dcbfd14996d053c392326c67f33a808,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
209,21a014c83e06996584a28634d4e4211399e2dc42858d6e52b574a163e276fbd6,CANDIDATE,,934a00021e8af79ab7f850295ccff685eb97a29d1ed4f86872388c2505142b3c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
210,4e34ad6e599200d13778795c16acba9a7ee8038104c7c2c9791a4c35c9e9e609,CANDIDATE,,94b17c0383883cd894b508626043398edda53ffcf7a7361612b40aa30f568af6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,17,,NO,NO
211,782526476ea8ce5f38322e4685636111b47d853c9edc9ccf097115ffca08986a,CANDIDATE,,94f538170d13a40601284f9e577e7a89dd012b390a315d5780948200a78de714,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
212,584c4cf99fe7bb827cc894b86c993bd247dcb616ebac2964a583a10f04c277ba,CANDIDATE,,9577ec89cd179bb8c0938dac56ca7e28b3da077e683c862f476fd4be0be33830,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
213,34bffb71bf07760b55386d418f1728b6d909d7c7f4bddcf04c64761bf2463cf4,CANDIDATE,,984aeccd5447241335f2a55295ff9641ac0837fc736b5eed512194eb09c0adcd,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,27,,NO,NO
214,61be6203bf4245b1c4258ffd2cb80e70f902ea1e386f56058bb3664803d88372,CANDIDATE,,9bf5dd30c76a48fdfdbb30acccb17798598cc7376c2d30daef6e74524cea0145,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
215,67f3eef7b606ebedadba5f29930e91835eb5bde88b97755df7b159bd109c8250,CANDIDATE,,9d28438013ace855d3d5eab9f9f96429bf81f7ec1a1023b0323d1109fe66e12d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
216,370e6af24f7fccf91bff1b27cf50cab4b2f1169e54461df573bb0052fb3accc7,CANDIDATE,,a042d7ac6b16dbc7fa83bb9ff17fe436fca21d7f58c8eae3f8ba0a7d59697316,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
217,f9d60c2fdd02f2122eaf9a967ecc2d810aa50fe6a5ec75c2e3fb1cbbbae7c277,CANDIDATE,,a4534df7b863a6f0d261914898a32070111a29f4a21134c776143496bfc93b03,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
218,7c79be47802efebbf7125f910b443d9df7681feba71a139c87374a61de738827,CANDIDATE,,a6b68bf8ce1e098fba2786bb7acf62c5fb6cb64733582b6c695e9d5ea4e22dbe,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
219,a5601430fa9065115a23c8e94c56d2b4a428b02e46d91b6ac39e25fa51889df1,CANDIDATE,,a72b2177817d0c3ef8db137078235527b99997973d85323e092bea5d927b6a73,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
220,dc5d3cbe49bc3f63ee88972d410eebe7ea5a83e39b8943e678f5b1732bcf4b85,CANDIDATE,,a73089ea1b684478520f9c4cdbb921848a082de3745a4573fdb462da91152e50,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
221,4200fec09017eddbb8d4e14c588288f78d789d4949b7310ac6b1bb45eb8d7937,CANDIDATE,,a770ef6c8d12f86c39bc970d6eee2e0e8bf188134baff8fce8b157867076b430,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
222,93253f0fb2c6266615b9e49ff33920fba7bb3bc1ed5fbc816d6dcef071f0bc5f,CANDIDATE,,a7cbe806de687e8e779050426d73bd886e72dcc417911a30b59c7e55ea7ea8ae,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
223,5cfbc4e5763524d6bec3642d3c9b2f7e57a30e9a52033a2fc564ef7a526bb44c,CANDIDATE,,a87d668938c569949a599573d653799293899a0e95541334c0bfc499330b0dec,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
224,463ac0e0acff9eb126cb9fa605deb1736b83f1f61eff41de790f0feabbc9b7bd,CANDIDATE,,a9087d42d8cd98e5fff83a899b4da90323754032022b8d4cf3b5a72b8af48cb4,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,27,,NO,NO
225,9d1bd5e6fd01efe600735f47c3f606549e7af633b1a8b290014ef4fe793c6985,CANDIDATE,,a93583e4ec53db521ab25cb845061c000a784a66409a9eaa620e00d44e7d8eb1,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
226,cb7333a2476d2c8e41cebdf97eb745ebb41f95399a2bd6c0757c908f887c8ca4,CANDIDATE,,a947b18f5da9420aa086ee6b8e0c686e7a5cd7df6a7e2e4a4c23b38a528ca0b3,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
