target_index,source_binding_target_id,source_side,bound_raw_key,bound_candidate_scoring_id,admission_readiness,admission_status,field_pin_status,source_row_count,scalar_leaf_count,candidate_object_id,provenance_chain_complete,semantics_choice_available
298,8513d925e0aec8743d4e2b16eface2ac37c3ca625b25fc7d0036938237789f5e,CANDIDATE,,f41c2bd851a8c06c234de838ce7b46163dd75c07d6fe2c81328b3315198dac84,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,21,,NO,NO
299,5aa0097b3995ed3db9df295100e48b382e927364a4a1392a865e1f9ddd4d6b3f,CANDIDATE,,f455b12d7972b4b3caa1b5761111608911601f9ba9d3777b210101a3f1cf9a66,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
300,7bd222c3b146447c05ea2631ebc8f10666d63a6eb9c372eeb9aa68517735c6c7,CANDIDATE,,f7344da1f96086ed6f8666b8838bd15c5134f860015d0e5beeef9d4fb318773d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
301,1239927e55c839a39dc9360b1170e8d7b78b58c0cfd60c3d19c9b39aac5ceb49,CANDIDATE,,f7e57499f2332ae37ea46bbb4a674d3d4b0eaf881cc188b070812cf75ce6ac45,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
302,a16a2cd5da98e0b94ea94349f4f0f42b2b6c5601ec7a52a863191d92571a0ad9,CANDIDATE,,f80a8da175df422147cb7c47c828228b39235172256b8316b62a37ea70da11b1,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
303,d4b28728521415ea3115cf0f2e911372000f8351f2dd51aeb9c2dbf71176a447,CANDIDATE,,f8c90d892bf654ac87a74611068a8f0eeb9688a15825469c75f7df6ea7e61186,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
304,c5cbcb3f6ed350bea654b1818178384eff5caa326b8de5f96330c2588003b03d,CANDIDATE,,f90dfd5d47a89fe666c40069fb906cf206b5ce2878fc4844f3bd1f06d8c6b77d,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
305,0265d2e8db75cc0a5d5e5b26f51b72e08c82b68feb5014318369a6fad523cf3d,CANDIDATE,,f9a7625c71fdb47dcb06f22794e80de7d3ce73454990eadf4e0bd591a0447a88,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
306,9f26b854e827c430ff3194f503189a7d87f63d33604b12fd1bc5843dd1ddb22d,CANDIDATE,,fb0749d3e24ac90769e3727e9bbc706ce8fcb64444b340b39bfd846b52f4206c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
307,f80424e995946811b45d4baa88844735c0c43ff37f65496a055d0bb1ac9b70a7,CANDIDATE,,fb3c12b590d494727bf721c46c9a64267cf117a78b45fcf9799644cf0cc0e5b4,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,20,,NO,NO
308,bb9a301c1d6717c927bdc1c8a6b1849f8fae0e4fcc541f383ea4450b6a3e4c80,CANDIDATE,,fb6169b3f40d7a1a9bf2aa633caa826438e46c76891de67e478dd2b5331c524b,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
309,a8d48fc14835a3fc5cec84ca2b57aa2e1140e5438d20d64ce1ccd0391e47d016,CANDIDATE,,fba558d33b4654c2a8d80c1037394c501a3e42c294d314c9fa2e5ebf5381760e,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
310,f74e84a896728d91af968e70853bb6cbcaa2e4785d262f2e11b0a7cbc7d86baf,CANDIDATE,,fd98309eb82a24c68b1bc73da36681590aaa35b6d5a7218955bd2c601b11d5a1,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
311,342e2cc67f1acdfdcf954e596d54b323cae92cbd8b4da664d1264c2f4a2eab0f,CANDIDATE,,fda53044b7a2518b1684df91ec73f447d07b5438c97e719fbcc7882bd7903dff,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
312,9eb66255fe708fa3e7c6399840462f0d42f20b0c024ef6c08a351c1f59223e12,CANDIDATE,,fdc430982aaa7b912ffdc63beef8b9ee94e05f24daa9fe917c3003c8aa64dda5,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,18,,NO,NO
313,dc24cceffbef61aea9d42cde8763a8960540c0713d2e22eccb37b55cb02cc6a6,CANDIDATE,,fe29c7a65714079f9d6e333068ba852efff3098f896144b5e6f536a6b76e798c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,24,,NO,NO
314,eb083e4c2ec3823b0e9f04bf55b68dfef1efe05d2111c2361295576d4c95aceb,CANDIDATE,,fe5151526f76955a3a7eaf3df2e2e059fbf207185674041bb0e3f23f03945a08,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
315,9d7adc71d8d7444728c2345fd124a1e4ff5f1d781beddb8d02a0e6559449eecd,CANDIDATE,,fe533541798877dbd9aec5e1d036b0625aac86d0733f4657355b01dbb456584c,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
316,84be3823b91dd0842c5fcd0931a2b56cdff112580a7f4996a7e8da6d6c883dd6,CANDIDATE,,ff0c634da67f6853b0c4515bf6915bb849ae71985266548d8f6c638520d42db6,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,19,,NO,NO
317,d2635ff011552c84e7e05dfc6edbec173b881c6809457677d47eeeac35273071,CANDIDATE,,ff948fa5f09c6d3de8525ed05adec2ea8bda1c2e07ec79800b504c144f61774a,ADMISSION_BLOCKED_MISSING_PROVENANCE,ADMISSION_NOT_READY_MISSING_PROVENANCE,FIELD_PIN_NOT_EXPOSED_GATED_ON_ADMISSION,1,25,,NO,NO
